device_number,device_type,device_status,status_date,bin,borough,house_number,street_name,block,lot,zip_code,latitude,longitude,communitydistrict,citycouncildistrict,bbl,censustract,ntaname,equipment_type,periodic_report_year,cat1_report_year,cat1_latest_report_filed,cat5_latest_report_filed,periodic_latest_inspection
1P27439,Elevator,Active,1988-10-04T00:00:00.000,1082185,Manhattan,100,EAST   77 STREET,1411,1,10075,40.774178,-73.961148,108,04,1014110001,128,Upper East Side-Carnegie Hill,,2026,2025,2025-08-06T00:00:00.000,2022-05-10T00:00:00.000,2026-06-08T00:00:00.000
1P43002,Elevator,Active,2020-03-05T00:00:00.000,1082185,Manhattan,100,EAST   77 STREET,1411,1,10075,40.774178,-73.961148,108,04,1014110001,128,Upper East Side-Carnegie Hill,,2026,2025,2025-08-11T00:00:00.000,2022-05-18T00:00:00.000,2026-06-11T00:00:00.000
1P27441,Elevator,Active,2020-03-05T00:00:00.000,1082185,Manhattan,100,EAST   77 STREET,1411,1,10075,40.774178,-73.961148,108,04,1014110001,128,Upper East Side-Carnegie Hill,,2026,2025,2025-08-06T00:00:00.000,2022-05-23T00:00:00.000,2026-06-09T00:00:00.000
1W0989939,Accessibility Lift,Active,2020-03-06T00:00:00.000,1082185,Manhattan,100,EAST 77 STREET,1411,1,10075,40.774178,-73.961148,108,04,1014110001,128,Upper East Side-Carnegie Hill,PlatformStairwayChairLifts,2026,2025,2025-08-11T00:00:00.000,2020-03-05T00:00:00.000,2026-06-11T00:00:00.000
1P27440,Elevator,Active,2020-03-05T00:00:00.000,1082185,Manhattan,100,EAST   77 STREET,1411,1,10075,40.774178,-73.961148,108,04,1014110001,128,Upper East Side-Carnegie Hill,,2026,2025,2025-08-06T00:00:00.000,2022-05-10T00:00:00.000,2026-06-09T00:00:00.000
1P43001,Elevator,Active,2020-03-05T00:00:00.000,1082185,Manhattan,100,EAST   77 STREET,1411,1,10075,40.774178,-73.961148,108,04,1014110001,128,Upper East Side-Carnegie Hill,,2026,2025,2025-08-11T00:00:00.000,2022-05-18T00:00:00.000,2026-06-11T00:00:00.000
1P21774,Elevator,Active,2025-03-04T00:00:00.000,1082771,Manhattan,605,EAST   14 STREET,972,1,10009,40.729336,-73.977778,106,04,1009720001,44,Stuyvesant Town-Peter Cooper Village,ElectricElevators,2025,2026,2026-01-30T00:00:00.000,2025-12-23T00:00:00.000,2025-10-21T00:00:00.000
1P0986714,Elevator,Active,2018-09-18T00:00:00.000,1082771,Manhattan,629,EAST 14 STREET,972,1,10009,40.729336,-73.977778,106,04,1009720001,44,Stuyvesant Town-Peter Cooper Village,,2025,2026,2026-07-23T00:00:00.000,2018-09-18T00:00:00.000,2025-11-05T00:00:00.000
1P21775,Elevator,Active,2019-09-13T00:00:00.000,1082771,Manhattan,605,EAST   14 STREET,972,1,10009,40.729336,-73.977778,106,04,1009720001,44,Stuyvesant Town-Peter Cooper Village,,2025,2026,2026-01-30T00:00:00.000,2025-12-23T00:00:00.000,2025-10-21T00:00:00.000
1P21776,Elevator,Active,2025-03-04T00:00:00.000,1082771,Manhattan,605,EAST   14 STREET,972,1,10009,40.729336,-73.977778,106,04,1009720001,44,Stuyvesant Town-Peter Cooper Village,ElectricElevators,2025,2026,2026-01-30T00:00:00.000,2025-12-22T00:00:00.000,2025-10-21T00:00:00.000
1P21777,Elevator,Active,2025-07-04T00:00:00.000,1082771,Manhattan,605,EAST   14 STREET,972,1,10009,40.729336,-73.977778,106,04,1009720001,44,Stuyvesant Town-Peter Cooper Village,ElectricElevators,2025,2026,2026-01-30T00:00:00.000,2025-12-22T00:00:00.000,2025-10-21T00:00:00.000
1P986714,Elevator,Active,2018-09-18T00:00:00.000,1082771,Manhattan,605,EAST   14 STREET,972,1,10009,40.729336,-73.977778,106,04,1009720001,44,Stuyvesant Town-Peter Cooper Village,,,,,,
1P21779,Elevator,Active,2025-05-10T00:00:00.000,1082771,Manhattan,605,EAST   14 STREET,972,1,10009,40.729336,-73.977778,106,04,1009720001,44,Stuyvesant Town-Peter Cooper Village,ElectricElevators,2025,2026,2026-03-06T00:00:00.000,2026-01-12T00:00:00.000,2025-10-20T00:00:00.000
1P21778,Elevator,Active,2025-03-04T00:00:00.000,1082771,Manhattan,605,EAST   14 STREET,972,1,10009,40.729336,-73.977778,106,04,1009720001,44,Stuyvesant Town-Peter Cooper Village,ElectricElevators,2025,2026,2026-01-29T00:00:00.000,2025-12-19T00:00:00.000,2025-10-20T00:00:00.000
1P46765,Elevator,Removed,2026-07-22T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,2020,2020-12-04T00:00:00.000,,
1P46764,Elevator,Removed,2026-07-22T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,2020,2020-12-04T00:00:00.000,,
1P5976,Elevator,Active,2020-03-02T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,2026,2026,2026-05-26T00:00:00.000,2022-03-28T00:00:00.000,2026-01-06T00:00:00.000
1P5978,Elevator,Removed,2000-02-29T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P5972,Elevator,Removed,2000-02-29T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P8384,Elevator,Removed,1991-02-13T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P1003590,Elevator,Work in Progress,2026-07-20T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P1003589,Elevator,Work in Progress,2026-07-20T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P5970,Elevator,Removed,2002-09-03T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P1003588,Elevator,Work in Progress,2026-07-20T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1E1003622,Escalator,Work in Progress,2026-07-27T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1E20061,Escalator,Removed,2011-06-03T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1E1003623,Escalator,Work in Progress,2026-07-27T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P5974,Elevator,Active,2020-03-02T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,2026,2026,2026-05-26T00:00:00.000,2022-03-29T00:00:00.000,2026-01-06T00:00:00.000
1E20063,Escalator,Removed,2011-06-03T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P5971,Elevator,Removed,1987-01-27T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P5973,Elevator,Removed,2000-02-29T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P5980,Elevator,Removed,2026-08-27T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P5979,Elevator,Removed,2026-08-27T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1E381,Escalator,Removed,2000-08-09T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1E20062,Escalator,Removed,2012-08-17T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1E20060,Escalator,Removed,2012-08-17T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P5981,Elevator,Active,2020-03-02T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,2026,2026,2026-05-27T00:00:00.000,2022-03-29T00:00:00.000,2026-01-06T00:00:00.000
1P5982,Elevator,Active,2020-03-02T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,2026,2026,2026-05-27T00:00:00.000,2022-03-30T00:00:00.000,2026-01-06T00:00:00.000
1F10008,Elevator,Removed,2002-08-09T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1V135,Conveyor,Active,2009-01-26T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1F3153,Elevator,Active,2020-03-02T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,2026,2026,2026-05-27T00:00:00.000,2022-03-31T00:00:00.000,2026-01-06T00:00:00.000
1P5977,Elevator,Removed,2000-02-29T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1F3154,Elevator,Removed,2012-08-06T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1P46959,Elevator,Active,2020-03-02T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,2026,2026,2026-05-26T00:00:00.000,2022-03-30T00:00:00.000,2026-01-06T00:00:00.000
1P5975,Elevator,Active,2020-03-02T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,2026,2026,2026-05-26T00:00:00.000,2022-03-28T00:00:00.000,2026-01-06T00:00:00.000
1E380,Escalator,Removed,2000-08-09T00:00:00.000,1083638,Manhattan,31,WEST   34 STREET,836,10,10001,40.749256,-73.98648,105,04,1008360010,76,Midtown South-Flatiron-Union Square,,,,,,
1W5691,Accessibility Lift,Active,2004-05-26T00:00:00.000,1084594,Manhattan,40,1 PLACE,16,10,10280,40.706454,-74.018586,101,01,1000160010,31704,Financial District-Battery Park City,,,,,,
1E20103,Escalator,Active,1997-08-18T00:00:00.000,1084594,Manhattan,40,1 PLACE,16,10,10280,40.706454,-74.018586,101,01,1000160010,31704,Financial District-Battery Park City,,2025,2026,2026-07-06T00:00:00.000,,2025-05-07T00:00:00.000
1P40265,Elevator,Active,1997-07-23T00:00:00.000,1084594,Manhattan,40,1 PLACE,16,10,10280,40.706454,-74.018586,101,01,1000160010,31704,Financial District-Battery Park City,,2025,2026,2026-07-07T00:00:00.000,2026-07-07T00:00:00.000,2025-05-07T00:00:00.000
1E20102,Escalator,Active,1997-08-18T00:00:00.000,1084594,Manhattan,40,1 PLACE,16,10,10280,40.706454,-74.018586,101,01,1000160010,31704,Financial District-Battery Park City,,2025,2026,2026-07-06T00:00:00.000,,2025-05-07T00:00:00.000
1P40266,Elevator,Active,1997-07-23T00:00:00.000,1084594,Manhattan,40,1 PLACE,16,10,10280,40.706454,-74.018586,101,01,1000160010,31704,Financial District-Battery Park City,,2025,2026,2026-07-07T00:00:00.000,2026-07-07T00:00:00.000,2025-05-07T00:00:00.000
1P42715,Elevator,Active,2020-03-23T00:00:00.000,1084594,Manhattan,40,1 PLACE,16,10,10280,40.706454,-74.018586,101,01,1000160010,31704,Financial District-Battery Park City,,2026,2026,2026-05-07T00:00:00.000,2023-05-25T00:00:00.000,2026-08-26T00:00:00.000
1P42714,Elevator,Active,2020-03-23T00:00:00.000,1084594,Manhattan,40,1 PLACE,16,10,10280,40.706454,-74.018586,101,01,1000160010,31704,Financial District-Battery Park City,,2026,2026,2026-05-07T00:00:00.000,2023-06-30T00:00:00.000,2026-08-26T00:00:00.000
1P42776,Elevator,Active,2020-03-23T00:00:00.000,1084594,Manhattan,40,1 PLACE,16,10,10280,40.706454,-74.018586,101,01,1000160010,31704,Financial District-Battery Park City,,2026,2026,2026-05-07T00:00:00.000,2023-05-26T00:00:00.000,2026-08-26T00:00:00.000
1D10038,Dumbwaiter,Dismantled,2009-01-15T00:00:00.000,1084594,Manhattan,40,1 PLACE,16,10,10280,40.706454,-74.018586,101,01,1000160010,31704,Financial District-Battery Park City,,,,,,
1V20981,Personnel Hoist,Removed,2004-08-19T00:00:00.000,1084594,Manhattan,40,1 PLACE,16,10,10280,40.706454,-74.018586,101,01,1000160010,31704,Financial District-Battery Park City,,,,,,
1D10335,Dumbwaiter,Dismantled,2009-01-15T00:00:00.000,1084594,Manhattan,40,1 PLACE,16,10,10280,40.706454,-74.018586,101,01,1000160010,31704,Financial District-Battery Park City,,,,,,
1V20980,Personnel Hoist,Removed,2004-08-19T00:00:00.000,1084594,Manhattan,40,1 PLACE,16,10,10280,40.706454,-74.018586,101,01,1000160010,31704,Financial District-Battery Park City,,,,,,
1P42808,Elevator,Active,2021-02-05T00:00:00.000,1086101,Manhattan,600,WASHINGTON STREET,602,10,10014,40.730545,-74.00906,102,03,1006020010,69,West Village,,2026,2026,2026-01-21T00:00:00.000,2023-08-22T00:00:00.000,2026-04-27T00:00:00.000
1P42812,Elevator,Active,2020-04-24T00:00:00.000,1086101,Manhattan,600,WASHINGTON STREET,602,10,10014,40.730545,-74.00906,102,03,1006020010,69,West Village,,2026,2026,2026-04-13T00:00:00.000,2023-05-11T00:00:00.000,2026-08-13T00:00:00.000
1P42811,Elevator,Active,2020-04-24T00:00:00.000,1086101,Manhattan,600,WASHINGTON STREET,602,10,10014,40.730545,-74.00906,102,03,1006020010,69,West Village,,2026,2026,2026-04-13T00:00:00.000,2023-05-11T00:00:00.000,2026-08-13T00:00:00.000
1P42810,Elevator,Active,2021-02-05T00:00:00.000,1086101,Manhattan,600,WASHINGTON STREET,602,10,10014,40.730545,-74.00906,102,03,1006020010,69,West Village,,2026,2026,2026-01-21T00:00:00.000,2023-08-23T00:00:00.000,2026-04-27T00:00:00.000
1P42814,Elevator,Active,2021-02-05T00:00:00.000,1086101,Manhattan,600,WASHINGTON STREET,602,10,10014,40.730545,-74.00906,102,03,1006020010,69,West Village,,2026,2026,2026-01-22T00:00:00.000,2023-08-24T00:00:00.000,2026-04-27T00:00:00.000
1P42809,Elevator,Active,2021-02-05T00:00:00.000,1086101,Manhattan,600,WASHINGTON STREET,602,10,10014,40.730545,-74.00906,102,03,1006020010,69,West Village,,2026,2026,2026-01-21T00:00:00.000,2023-08-23T00:00:00.000,2026-04-27T00:00:00.000
1P42813,Elevator,Active,2021-02-05T00:00:00.000,1086101,Manhattan,600,WASHINGTON STREET,602,10,10014,40.730545,-74.00906,102,03,1006020010,69,West Village,,2026,2026,2026-01-22T00:00:00.000,2023-08-24T00:00:00.000,2026-04-27T00:00:00.000
1P42807,Elevator,Active,2021-02-05T00:00:00.000,1086101,Manhattan,600,WASHINGTON STREET,602,10,10014,40.730545,-74.00906,102,03,1006020010,69,West Village,,2026,2026,2026-01-21T00:00:00.000,2023-08-22T00:00:00.000,2026-04-27T00:00:00.000
1P7118,Elevator,Removed,2005-07-12T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,,,,,
1E20669,Escalator,Active,2019-02-23T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,2026,2025,2025-10-16T00:00:00.000,,2026-04-01T00:00:00.000
1P43738,Elevator,Active,2007-08-10T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,2025,2026,2026-07-01T00:00:00.000,2025-11-12T00:00:00.000,2025-05-19T00:00:00.000
1P43737,Elevator,Active,2006-02-17T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,2025,2026,2026-07-01T00:00:00.000,2025-11-12T00:00:00.000,2025-05-19T00:00:00.000
1P44343,Elevator,Active,2021-11-16T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,2026,2025,2025-10-15T00:00:00.000,2022-10-26T00:00:00.000,2026-04-01T00:00:00.000
1P43739,Elevator,Active,2007-08-10T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,2025,2026,2026-07-01T00:00:00.000,2025-11-13T00:00:00.000,2025-05-19T00:00:00.000
1P7119,Elevator,Removed,2005-07-12T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,,,,,
1P14758,Elevator,Removed,2005-07-12T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,,,,,
1V21461,Personnel Hoist,Removed,2009-01-06T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,,,,,
1P7120,Elevator,Removed,2005-07-12T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,,,,,
1V21460,Personnel Hoist,Removed,2009-01-06T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,,,,,
1E20668,Escalator,Active,2006-12-15T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,2026,2025,2025-10-16T00:00:00.000,,2026-04-01T00:00:00.000
1P44338,Elevator,Active,2021-11-16T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,2026,2025,2025-10-15T00:00:00.000,2021-11-29T00:00:00.000,2026-04-01T00:00:00.000
1E20673,Escalator,Active,2006-12-15T00:00:00.000,1087187,Manhattan,1600,BROADWAY,1020,7502,10019,40.76035,-73.984713,105,03,1010207502,125,Midtown-Times Square,,2026,2025,2025-10-17T00:00:00.000,,2026-04-01T00:00:00.000
1V21870,Personnel Hoist,Removed,2008-06-27T00:00:00.000,1087842,Manhattan,70,LITTLE WEST STREET,16,7517,10004,40.707093,-74.017381,101,01,1000167517,31704,Financial District-Battery Park City,,,,,,
1P44506,Elevator,Active,2009-06-15T00:00:00.000,1087842,Manhattan,70,LITTLE WEST STREET,16,7517,10004,40.707093,-74.017381,101,01,1000167517,31704,Financial District-Battery Park City,,2026,2025,2025-07-29T00:00:00.000,2024-09-26T00:00:00.000,2026-04-16T00:00:00.000
1V21869,Personnel Hoist,Removed,2008-12-18T00:00:00.000,1087842,Manhattan,70,LITTLE WEST STREET,16,7517,10004,40.707093,-74.017381,101,01,1000167517,31704,Financial District-Battery Park City,,,,,,
1P44536,Elevator,Active,2008-05-30T00:00:00.000,1087842,Manhattan,70,LITTLE WEST STREET,16,7517,10004,40.707093,-74.017381,101,01,1000167517,31704,Financial District-Battery Park City,,2026,2025,2025-05-23T00:00:00.000,2023-04-03T00:00:00.000,2026-04-06T00:00:00.000
1F10208,Elevator,Active,2009-06-15T00:00:00.000,1087842,Manhattan,70,LITTLE WEST STREET,16,7517,10004,40.707093,-74.017381,101,01,1000167517,31704,Financial District-Battery Park City,,2026,2025,2025-07-29T00:00:00.000,2024-09-23T00:00:00.000,2026-04-16T00:00:00.000
1P44535,Elevator,Active,2008-05-28T00:00:00.000,1087842,Manhattan,70,LITTLE WEST STREET,16,7517,10004,40.707093,-74.017381,101,01,1000167517,31704,Financial District-Battery Park City,,2026,2025,2025-05-23T00:00:00.000,2023-04-03T00:00:00.000,2026-04-06T00:00:00.000
1P44528,Elevator,Active,2008-06-20T00:00:00.000,1087842,Manhattan,70,LITTLE WEST STREET,16,7517,10004,40.707093,-74.017381,101,01,1000167517,31704,Financial District-Battery Park City,,2026,2025,2025-05-23T00:00:00.000,2023-04-04T00:00:00.000,2026-04-06T00:00:00.000
1V21871,Personnel Hoist,Removed,2008-06-27T00:00:00.000,1087842,Manhattan,70,LITTLE WEST STREET,16,7517,10004,40.707093,-74.017381,101,01,1000167517,31704,Financial District-Battery Park City,,,,,,
1P44507,Elevator,Active,2009-06-15T00:00:00.000,1087842,Manhattan,70,LITTLE WEST STREET,16,7517,10004,40.707093,-74.017381,101,01,1000167517,31704,Financial District-Battery Park City,,2026,2025,2025-07-29T00:00:00.000,2024-09-26T00:00:00.000,2026-04-16T00:00:00.000
1P44529,Elevator,Active,2010-03-16T00:00:00.000,1087842,Manhattan,70,LITTLE WEST STREET,16,7517,10004,40.707093,-74.017381,101,01,1000167517,31704,Financial District-Battery Park City,,2026,2025,2025-05-23T00:00:00.000,2023-04-05T00:00:00.000,2026-04-06T00:00:00.000
1V21868,Personnel Hoist,Removed,2008-12-18T00:00:00.000,1087842,Manhattan,70,LITTLE WEST STREET,16,7517,10004,40.707093,-74.017381,101,01,1000167517,31704,Financial District-Battery Park City,,,,,,
1P44527,Elevator,Active,2008-09-19T00:00:00.000,1087842,Manhattan,70,LITTLE WEST STREET,16,7517,10004,40.707093,-74.017381,101,01,1000167517,31704,Financial District-Battery Park City,,2026,2025,2025-05-23T00:00:00.000,2023-04-04T00:00:00.000,2026-04-06T00:00:00.000
1P47135,Elevator,Active,2014-02-07T00:00:00.000,1088609,Manhattan,85,ST NICHOLAS TERRACE,1957,1,10031,40.814664,-73.950525,109,09,1019570001,21703,Manhattanville-West Harlem,,2026,2026,2026-07-27T00:00:00.000,2025-02-06T00:00:00.000,2026-02-13T00:00:00.000
1P47163,Elevator,Active,2014-07-30T00:00:00.000,1088609,Manhattan,85,ST NICHOLAS TERRACE,1957,1,10031,40.814664,-73.950525,109,09,1019570001,21703,Manhattanville-West Harlem,,2026,2026,2026-07-28T00:00:00.000,2025-02-07T00:00:00.000,2026-02-13T00:00:00.000
1P47138,Elevator,Active,2014-02-28T00:00:00.000,1088609,Manhattan,85,ST NICHOLAS TERRACE,1957,1,10031,40.814664,-73.950525,109,09,1019570001,21703,Manhattanville-West Harlem,,2026,2026,2026-07-28T00:00:00.000,2025-02-07T00:00:00.000,2026-02-13T00:00:00.000
1P47136,Elevator,Active,2014-02-07T00:00:00.000,1088609,Manhattan,85,ST NICHOLAS TERRACE,1957,1,10031,40.814664,-73.950525,109,09,1019570001,21703,Manhattanville-West Harlem,,2026,2026,2026-07-27T00:00:00.000,2024-05-17T00:00:00.000,2026-02-13T00:00:00.000
1P47128,Elevator,Active,2014-01-22T00:00:00.000,1088609,Manhattan,85,ST NICHOLAS TERRACE,1957,1,10031,40.814664,-73.950525,109,09,1019570001,21703,Manhattanville-West Harlem,,2026,2026,2026-07-27T00:00:00.000,2024-05-16T00:00:00.000,2026-02-13T00:00:00.000
1P47137,Elevator,Active,2014-02-28T00:00:00.000,1088609,Manhattan,85,ST NICHOLAS TERRACE,1957,1,10031,40.814664,-73.950525,109,09,1019570001,21703,Manhattanville-West Harlem,,2026,2026,2026-07-28T00:00:00.000,2025-02-06T00:00:00.000,2026-02-13T00:00:00.000
1P47164,Elevator,Active,2013-05-28T00:00:00.000,1088609,Manhattan,85,ST NICHOLAS TERRACE,1957,1,10031,40.814664,-73.950525,109,09,1019570001,21703,Manhattanville-West Harlem,,2026,2026,2026-07-28T00:00:00.000,2024-05-17T00:00:00.000,2026-02-13T00:00:00.000
1P47129,Elevator,Active,2014-08-15T00:00:00.000,1088609,Manhattan,85,ST NICHOLAS TERRACE,1957,1,10031,40.814664,-73.950525,109,09,1019570001,21703,Manhattanville-West Harlem,,2026,2026,2026-07-27T00:00:00.000,2024-05-16T00:00:00.000,2026-02-13T00:00:00.000
1W43,Accessibility Lift,Active,2010-02-02T00:00:00.000,1089452,Manhattan,525,EAST   72 STREET,1484,16,10021,40.766314,-73.952456,108,05,1014840026,124,Upper East Side-Lenox Hill-Roosevelt Island,,2025,2026,2026-06-12T00:00:00.000,,2025-04-08T00:00:00.000
1P35161,Elevator,Active,2019-10-03T00:00:00.000,1089452,Manhattan,525,EAST   72 STREET,1484,16,10021,40.766314,-73.952456,108,05,1014840026,124,Upper East Side-Lenox Hill-Roosevelt Island,,2025,2026,2026-06-12T00:00:00.000,2024-10-03T00:00:00.000,2025-04-08T00:00:00.000
1P35164,Elevator,Active,1990-03-09T00:00:00.000,1089452,Manhattan,525,EAST   72 STREET,1484,16,10021,40.766314,-73.952456,108,05,1014840026,124,Upper East Side-Lenox Hill-Roosevelt Island,,2025,2026,2026-06-12T00:00:00.000,,2025-04-08T00:00:00.000
1P35361,Elevator,Active,1992-11-10T00:00:00.000,1089452,Manhattan,525,EAST   72 STREET,1484,16,10021,40.766314,-73.952456,108,05,1014840026,124,Upper East Side-Lenox Hill-Roosevelt Island,,2025,2026,2026-06-12T00:00:00.000,,2025-04-08T00:00:00.000
1P35045,Elevator,Active,2022-01-11T00:00:00.000,1089452,Manhattan,525,EAST   72 STREET,1484,16,10021,40.766314,-73.952456,108,05,1014840026,124,Upper East Side-Lenox Hill-Roosevelt Island,,2025,2026,2026-06-10T00:00:00.000,2026-06-10T00:00:00.000,2025-04-08T00:00:00.000
1P35162,Elevator,Active,2020-04-21T00:00:00.000,1089452,Manhattan,525,EAST   72 STREET,1484,16,10021,40.766314,-73.952456,108,05,1014840026,124,Upper East Side-Lenox Hill-Roosevelt Island,,2025,2026,2026-06-11T00:00:00.000,2026-06-11T00:00:00.000,2025-04-08T00:00:00.000
1P35046,Elevator,Active,2022-04-21T00:00:00.000,1089452,Manhattan,525,EAST   72 STREET,1484,16,10021,40.766314,-73.952456,108,05,1014840026,124,Upper East Side-Lenox Hill-Roosevelt Island,ElectricElevators,2025,2026,2026-06-10T00:00:00.000,2026-06-10T00:00:00.000,2025-04-08T00:00:00.000
